uuid,sentence1,sentence2,similarity_score
de1e53d2-a7b1-49ef-b4df-8533c9b8c88b,Ich möchte Morning Edition auf NPR hören.,Bitte NPR-Podcast abspielen,3
a23b42eb-699c-49da-954e-36b93fcd4eca,Ich möchte NPR im Wohnzimmer hören,NPR über meine Wohnzimmer-Stereoanlage abspielen,4
a05825f0-a2ff-48c6-868f-618c1141353d,Schalten Sie den 6-Uhr-Alarm für Mittwoch aus,Entferne die Liste Mittwoch,1
27b0cdd2-d7d8-47e2-aa47-fe0e3ac8db04,Bitte entfernen Sie den für Mittwoch eingestellten Alarm namens Kickball.,Bitte löschen Sie den Mittwochabend-Alarm.,3
ae9eb7f7-7531-4719-a5d0-4f64d9d3a453,"Zeig mir, an welchem Tag der 31. ist.",Welche Treffen fanden zwischen dem 1. Mai und dem 31. Dezember statt?,1
ea754fa5-da93-4142-b598-18bbcb2f4d40,"Wann ist der nächste Monat, der 31 Tage hat?",Haben wir den 31. Tag in diesem Monat?,1
10ee68f6-fd7d-42b5-8d66-d7096ef34a0d,Erinnere mich an mein nächstes Treffen mit Joe eine Stunde vorher,Erinnere mich an das Treffen mit einem Kunden am Dienstag um 10 Uhr.,3
7a5e5e1a-3be3-4494-9ea1-2f1f107bf727,Erinnern Sie mich an mein Treffen mit Joe am Montag um 10 Uhr.,"Erinnere mich daran, dass ich mich morgen mit Joe zum Mittagessen treffe.",3
fed90ba5-74f0-48ad-8a7c-ef7bead0229f,Auf welchen Tag der Woche fällt der 25. Juli?,Wie viele Tage sind es noch bis zum 25. Mai?,1
1ac092c5-c046-4d74-b08c-892cb449b964,Welcher Tag der Woche ist der 25.,Welcher Tag in der Woche ist der 25.,5
68b07802-716e-41fc-86af-8d3072497c1d,Aktuelle Zeit in New York,datum in new york,2
1137ba46-1c3b-4dbe-8f50-9e8543a319dc,Zeit in New York,Aktuelle Zeit in New York.,5
2a6c771d-301c-4ad2-a495-1b1126c2a463,tweeten Sie ein verärgertes Gesicht über McDonalds,"Twittern Sie zu McDonalds und sagen Sie, dass ich ein Haar in ihrem Burger gefunden habe.",3
e6af246a-c177-41a6-8634-6f6842c6e714,Sich bei McDonalds auf Twitter über meinen Burger beschweren,Tweet @mcdonalds Ihr Essen ist scheiße #nastyburger,4
c95f4967-2455-4764-b574-ef7f0e35fe9d,Wie groß ist die Entfernung zum Grand Canyon?,Wo liegt der Grand Canyon?,3
1253fefd-a931-4c46-a376-d47f09322051,Wie tief ist die tiefste Stelle des Grand Canyon?,Wie groß ist der Grand Canyon?,3
6ee55abc-ec33-4244-a4b5-678894d0b26f,Celine Dion-Songs starten,Ich würde gerne Celine Dion hören.,5
0ad1fa01-82d3-4213-887c-e1f30e3d4d53,Lege einen Song von Celine Dion auf,Initiiere Celine Dion Musik,5
b453f408-6b93-4575-8894-8f951e6cafa3,Gib mir die Beschreibung eines Laptop-Schaltkreises,"Prüfe, ob mein Laptop funktioniert",1
a917da32-b039-48a7-a8be-d9d3e683bb37,Bitte beschreiben Sie Laptop,Was ist ein Laptop?,4
73a62d5e-6dc4-47df-a664-0c40926fa95c,Bitte buchen Sie den 17-Uhr-Zug nach Rockville.,Geben Sie mir ein Ticket für den 17-Uhr-Pendelzug nach Rockville.,4
ab709176-a0a7-48ec-b9cb-c9992d972b18,Bitte prüfen Sie den Zugfahrplan für Mittwoch um 17 Uhr nach Rockville.,Gibt es am Mittwoch um 17 Uhr einen Zug nach Rockville?,4
f3a70064-0440-4851-a18a-d843098a22ef,"Können Sie sagen, wie viele Stunden Unterschied zwischen Boston und Los Angeles sind?",Wie viele Stunden Unterschied gibt es zwischen London und New York?,2
c546f63e-3589-4a95-bd25-4e108101f8d3,"Erinnere mich daran, den Müll rauszubringen","Erinnere mich daran, den Müll um 18 Uhr rauszubringen.",3
0970b7c3-bc1c-4b01-824b-00dd34eb14c4,"Erinnern Sie mich jeden Montag daran, den Müll rauszubringen.","Erinnern Sie mich jeden zweiten Montag daran, das Recycling zu entsorgen.",3
6ace3cf4-983c-4eba-94a8-3dbee7225be3,Was ist der aktuelle Wert von 10k Yen in amerikanischem Geld?,"Siri, was sind $10 in Euro?",0
16399bf9-783d-4d34-bbd9-0c9a5af68bc4,Wer und warum ist heute Abend im Theater zu sehen?,Wo gibt es ein Theater in meiner Nähe?,1
8ee34f4e-a94e-45b7-8628-13dab50bcf60,"Meinst du, ich sollte heute ins Theater gehen?",Wie lange dauert die Fahrt zum Theater?,2
c91a5e36-c360-47db-abf0-7bc620b631a4,"Schicken Sie Golden Taxi, um mich so bald wie möglich abzuholen.",Uber für heute Abend um 19 Uhr buchen,3
aebfa7b2-5b9b-4359-a369-cef2fa79ce75,"Rufen Sie Golden Taxi an, um mich heute um 19 Uhr abzuholen.",Buchen Sie mir Golden Taxi für heute um 17 Uhr.,3
f2b0bb3a-6931-444a-8c4a-b711c63ec9ec,Geben Sie mir den Terminplan.,Nennen Sie mir die aktuellen Termine.,4
d30070e0-4e5e-45c4-962b-193659684c8a,Wie alt ist Meryl Streep?,Wie viele Oscars hat Meryl Streep gewonnen?,2
1ad2c35f-4492-403f-90f5-223d55aec55a,Wofür ist Meryl Streep berühmt?,Wer ist Meryl Streep?,2
2791a39d-7a69-40f5-bf3f-9c54c4713f28,"Ok Google, was ist der größte Kontinent?",Welches ist die größte Stadt der Welt?,1
83e04f08-6014-4a86-b4a9-a4bbe7b260bb,Welches ist der größte Kontinent der Welt?,Welcher ist der größte Kontinent der Welt nach Fläche?,4
25ebc483-edf3-44b4-b405-45b182e8f2b4,Wo ist mein Treffen um 9 Uhr morgens?,Wer geht zu meinem Treffen um 9 Uhr morgens?,3
18c66f18-f5dc-4a0d-a274-fdfa0dacfe5d,Ist das heutige Datum der 9.,Wann ist mein Treffen um 9 Uhr morgens?,0
51b31cbc-54d9-48ce-8466-00a58ae53602,PDA Bitte prüfen Sie den aktuellen Trend der Aktien,"PDA, Wie lauten die Aktienkurse",4
e031ba5e-281b-4d18-98ee-d2eb56e98372,Musik von einem bestimmten Künstler abspielen,Musik von meinem Lieblingskünstler abspielen,3
0580ec90-faaa-43c1-b23b-68bbb08fa17e,Spielen Sie Musik von diesem Künstler.,Zeig mir Musik von diesem Künstler.,4
646e5633-c68f-4614-b62b-4caaca1ca91c,Was ist 24 mal 24?,Ist der 24. am Dienstag?,0
b2abc964-002f-4c7f-b9f1-b5998516ad50,Wann kommt der 24. in der nächsten Woche?,Welcher Tag der Woche ist der 24.,5
9ac0acee-596a-4ee2-8b8e-e54c43fbe5e3,Machen Sie mir einen Capuccino.,Mach jetzt einen Cappuccino für mich.,5
804667e0-018e-494d-8b82-241b5b4df1a2,"Ich hätte gerne einen Cappuccino, bitte.",Bitte machen Sie mir einen Cappuccino.,5
673f3df0-5f0e-4c3e-b926-1068e23258dc,Informationen über Mount Rushmore nachschlagen,Bitte googeln Sie Lage und Informationen zum Mount Rushmore,4
83115ccc-447d-4ef9-bbd6-c105a14fcdd3,Erzählen Sie mir vom Mount Rushmore,Wo befindet sich Mt. Rushmore?,3
0eb37f1a-d342-4234-b45c-6a3693b3a7f9,"Olly, erzähl mir was über das Wetter.","Olly, sag mir die Temperatur.",4
1015ab8a-281c-4fae-a6e9-3be0fa66d55c,"Olly, gib mir die Wettervorhersagen.","Olly, lies mir die Wettervorhersage für diese Woche vor.",3
5fab8577-0307-4c31-8aa7-292076518248,"Läute den Wecker, wenn ich nach Hause komme",Schalte die Steckdose in meinem Wohnzimmer aus.,0
7b4d402c-a7cd-4067-b40f-f1758f4ec563,"schalte die Steckdose des Fernsehers ein, wenn ich nach Hause komme","Licht einstellen, wenn ich nach Hause komme",3
de7fb1ca-c51f-4fbd-a255-ecbf6c5ee758,"Beschreiben Sie, was ein Stuhl ist",Welche Farbe haben Stühle?,3
e52a1e73-017d-4dc0-8a70-ece78252aeba,Was ist ein Stuhl?,Können Sie einen Stuhl definieren?,4
c1a2410b-27d9-4447-ab83-9d2cf7bf64b0,Was habe ich für den 19. Januar um 14 Uhr geplant?,Mit wem habe ich am 19. Januar nachmittags ein Treffen?,4
f0577607-ada0-48d1-93ea-9d8c3cd4ece4,Worum geht es bei der Veranstaltung am 19. März um 14 Uhr?,Beschreiben Sie bitte die Veranstaltung am 19. März um 14 Uhr,5
5db5c5c4-f58a-40ef-af68-b1b8b6e4f29a,diesen Termin speichern,zukünftige Termine anzeigen,2
4d57905b-054d-4d12-b9ba-9df8c3d8dfa2,an diesen Termin in Zukunft erinnern,Erinnern Sie mich an den Zeitpunkt des Termins,5
af85747c-db5b-45b5-9e1f-846838189d01,Was gibt's Neues in der Politik?,aktuelle Politik,4
6f27f67c-70ca-4700-825d-ef708b2b9772,Was ist heute in der Politik los?,was ist in der Politik los,4
906d3157-d5e7-46bf-a141-6c80f7bb5577,Wie lauten die neuesten Nachrichten zur globalen Erwärmung?,Was ist das neueste Szenario zur globalen Erwärmung?,3
83924cc6-aeb7-401b-9cf4-0011e7ab0e87,Spiel etwas von Metallica.,Ich bin in der Stimmung für Metal.,4
7a2c5c60-3748-4d6b-a336-7664740601f3,Schlagen Sie mir etwas Metal-Musik vor,Musik aus dem Metal-Genre abspielen,4
84f98fe5-ca8e-4484-afce-715775e0b67b,Alle März-Ereignisse in RCCG zu meinem Kalender hinzufügen,Mein Kalender soll mit allen RCCG-Veranstaltungen im März aktualisiert werden.,5
96c06d84-b774-453c-a388-71f3c9b16a1a,Alle RCCG-Veranstaltungen im März sollen zu meinem Kalender hinzugefügt werden,Alle März-Ereignisse in RCCG sollen zu meinem Kalender hinzugefügt werden,5
18fdbbcc-5948-4392-b4bf-01ac305b672a,Erhöhen Sie die Lautstärke auf 50%.,Drehen Sie die Lautstärke des Musikplayers hoch,3
262db8a5-d673-4a68-b5c0-87cc8c73b2ce,Erhöhen Sie die Lautstärke meines Musikplayers um 50%.,Verringern Sie die Lautstärke meines Musikplayers um 50 % der aktuellen Lautstärke,2
5822cb8e-4d31-45d4-ace6-efb8587fd16f,Pizza für 19.00 Uhr bestellen,Bestelle eine Pizza mit Wurst bei Domino's,3
c6670386-7f2f-4a28-8895-a7d22cf7236a,Bestellung von Pizza zum Mitnehmen bei Domino's für 19.00 Uhr,Pizza zum Mitnehmen für 19.00 Uhr bestellen,4
3ca1f876-04d5-4481-88e4-ce7d7513a199,Sag mir die aktuelle Zeit in Newyork,Zeige heutige Ereignisse in NY,1
34165723-b9fc-4bf0-ad24-83966d3c0220,"Benachrichtigen Sie mich, wenn mein Jahrestag ist",Aktivieren Sie bitte eine Benachrichtigung 1 Woche vor meinem Jahrestag.,3
f46a8747-4b19-4bd1-bbdc-b35ab6ef3a2e,Erinnern Sie mich einen Tag im Voraus an meinen Jahrestag.,Erinnere mich im Voraus an meinen Jahrestag.,3
c6eef69d-9a6b-4b71-a2c0-e206e23f1158,Zugzeiten nach...,Zugfahrplan nach...,5
738e53e4-8576-4970-bf3c-8b8fa1b067f1,Um wie viel Uhr habe ich abends eine Besprechung mit John.,Um wie viel Uhr soll ich John wieder abholen?,3
3e8b9939-c1d5-4597-8154-e58f5c71609d,Um wie viel Uhr treffe ich John morgen?,"Frag John, wann wir uns treffen können [Datum : morgen",2
3139da19-88c4-4323-a216-5e0c9fab08f5,"Erinnere mich daran, die Wäsche zu waschen [Datum: morgen] 7 PM",Mich um 20 Uhr an die Wäsche erinnern,3
88fef549-132b-4a19-bb6f-4f304ee822b3,"Olly, such mir ein Taxi.","Olly, buche mir bitte einen Uber.",4
0dea1904-f7dc-4b8a-a870-382142a90621,Buch mir ein Taxi Olly,"Rufen Sie mir ein Taxi, Olly.",5
fd226579-5863-4524-ac31-43a884126bac,Reinige die Teppiche.,saug die Teppiche rundherum,4
dad8166c-4012-45a8-88bc-9aa9b23c36c4,"Messe 2017"" am 25. März notieren Sie sich das entsprechende Datum.",Termin für den 25. Januar festlegen,3
ea9935f6-55ec-45dc-a3e2-411f5cfffb4d,"Notieren Sie im Kalender die Veranstaltung ""Messe 2017"" am 25. März.","Notieren Sie sich eine Veranstaltung ""Messe 2017"" am 25. März.",5
9b0e5962-1fee-4729-b30b-aa24d53b12bf,ich liebe dieses Lied,der Song berührt mein Herz,4
11ee3205-526e-467a-b206-c644bc701694,"PDA, Welcher Ort hat jetzt Schnee?",Schneit es jetzt?,2
b2c5d686-12f8-4c49-9a70-abc6e96097f3,PDA schneit es?,wird es diese Woche schneien PDA?,3
15b85c66-972d-4b8f-828e-7560c7831fc5,Reinigung starten,Reinige mein Haus,4
785f3b82-2af1-413c-9771-6d207d6c723d,Hausreinigung starten,Mit dem Hausputz beginnen.,5
134fc30c-0350-434a-b786-ccc933e578c2,Gib mir Informationen zu diesem Lied,Gib mir das Veröffentlichungsdatum des Songs,3
396924dd-1f7d-4ab4-bb05-1feb5a26334a,Ich muss eine E-Mail an Bob senden,E-Mail an Robert.,3
66be77ad-b2e2-4c5d-b532-0f1e64bd9ecf,Verfassen einer E-Mail an Bob,Senden Sie eine E-Mail an Bob,5
3286f0b2-00b0-4821-9800-89fb82010378,"Ja, wunderbare Reaktion auf das Kommando.",das Kommando richtig verstanden.,5
128906fa-f5b8-4339-a97e-eaa7832d1cd6,"Ja, das Kommando war fantastisch.",Das Kommando ist großartig.,5
bb05cf6b-5422-4262-8b76-109749fea2b6,Wer war der erste Präsident der Vereinigten Staaten?,Wer ist der derzeitige US-Finanzminister?,1
3ca3bf61-3717-4c60-b036-534b7bc30176,Wer ist der derzeitige Präsident der Vereinigten Staaten?,Wer ist der erste Präsident der USA?,2
cdba5a1c-1b7e-4443-995d-ef530c2472e8,Halten Sie mich mit Nachrichten zu bestimmten Themen auf dem Laufenden.,Bitte halten Sie mich über das heutige Szenario auf dem Laufenden.,4
8f16bb12-0c3e-4601-8228-2efe30d84086,Was ist für das Wochenende in drei Wochen geplant?,Was sind die nächsten geplanten Ereignisse?,3
a66b31a9-dedb-4ac6-bf84-4b904209a1f2,zeige mir ein lustiges Video auf youtube,Verfassen Sie einen Tweet für Youtube.,1
0c8bcf1e-6ee4-4f32-b01d-af1a1c8012ea,ein Video auf youtube veröffentlichen,Bitte spielen Sie meine Youtube-Playlist ab.,1
875ed4d2-fbea-4b40-83fc-6cfcbebc29ef,Wählen Sie den gewünschten Sender,Meinen ausgewählten Sender einschalten,5
c0b06712-6609-46b3-9c08-d1548dc018ec,Bitte erinnern Sie mich um 8'O Uhr,Habe ich einen Termin um 14 Uhr,2
1e581483-1dda-46dd-91ae-be185532f781,"Erinnern Sie mich um 8'O Uhr, dass ich einen Termin habe","Erinnern Sie mich heute um 17 Uhr daran, dass ich morgens um 8 Uhr einen Termin habe",3
943054ab-b72d-424f-801b-b67a97fb045a,"Erinnern Sie mich an ""etwas"" in ""irgendwann",Erinnere mich an eine Sache zu einer bestimmten Zeit,5
708f47d6-b5bd-496d-80e1-493561777f25,Können Sie mich an 'etwas' in 'irgendwann' erinnern.,Bitte erinnern Sie mich an 'etwas' in 'irgendwann',5
009fa99a-f848-41d3-8a5d-6eb79e9034f3,tweet fehlerbericht an samsung,tweet Kompliment an samsung,1
67476c6a-0175-49f3-bd58-f579054d4d13,Wo ist das nächstgelegene italienische Restaurant?,Gibt es bei Vocelli's auch Essen zum Mitnehmen?,2
13fe8266-421f-431e-99ed-1496c116cf66,Haben Sie Vorschläge für italienisches Essen in der Nähe?,Wo gibt es italienische Restaurants in meiner Nähe?,4
85240c41-1e4f-4d29-b485-5d0688599dba,Zeitzone auf ist umstellen,Ändern Sie die Zeitzone auf Washington,3
c43a5a0c-cfbf-4e71-9c22-1cd1e036bad4,Bedeutung von Name,Antwort an Name,0
9a8b64af-527a-46c0-bf45-62bc74d8979b,Ich möchte den Rap-Sender hören,Ich brauche etwas Rap!,4
417774c1-d6c4-416e-a0cf-1cc0f0201942,olly ich möchte bitte etwas Rap hören,Ich würde gerne etwas Rap-Musik hören.,5
7e496c3a-e115-4d6b-9b10-b937214b6a72,Was würde ich gerne im Radio hören?,hey siri was läuft gerade im Radio,1
66442ee4-90b7-4619-b8c1-4c49748b331e,Was läuft gerade im Radio?,Was ist im Radio zu hören?,5
38d778e1-7ca9-49fd-8e27-23f889e27bb5,Wie spät ist es drüben in Florida?,Wie ist der Verkehr in Florida?,1
1df318a4-9195-40da-b3dd-d9862516ca65,Was ist die Zeitzone in Florida?,Wie spät ist es in Florida?,2
f8fac730-1739-402c-89f3-10302b39b1ad,Schicken Sie mir eine Erinnerung für meine Besprechung heute Abend,"Treffen mit (Freund) am (Datum), aktualisieren Sie meinen Kalender, um das Treffen zu berücksichtigen.",3
2755a6cd-a91e-4cb3-bb08-b03b23e3ae6b,"Schicke eine Mitteilung an mich und ein Gruppenmitglied, um uns an den neuen Termin für das Treffen zu erinnern.","Mich benachrichtigen, wenn ich eine Besprechung habe.",2
f0cd907d-9477-427d-abd5-cf24fc1e80ee,Spielt R&B,Spielen Sie den lokalen R&B-Sender.,3
85b4c3eb-7dfa-4ab6-a08f-dfcf95ed0602,Spielt R&B-Musik,R&B-Musik,4
9a5d331c-1fbf-4802-9399-d358f091af97,Wie lange wird die Veranstaltung dauern?,Wie lang ist dieses Lied,1
f0156d79-f7c4-4095-9b5c-7e77dc882297,Gibt es einen Kontakt namens Allen in meiner Liste?,Öffnen Sie die letzte Mail von Allen und spielen Sie sie ab,1
c56c3bd7-afee-423d-8837-1162fc8e8619,Öffnen Sie das Profil von Allen in meiner Kontaktliste.,Bitte geben Sie mir Details zu Allen aus meinem Kontakt,4
57be0e11-f44a-4694-8403-fdaf958cc96b,"zeige die letzte E-Mail von Mark, Olly","Letzte E-Mails anzeigen, Olly",3
90cfa78c-3535-449a-9d77-1443395a846a,"ungelesene E-Mails von Peter finden, Olly",Olly zeigt ungelesene neue E-Mails an.,3
68a90223-c4c2-4836-8f68-fed2c54e9112,Wie viele Lebensmittel stehen auf der Liste?,Welches ist die beste Küche des Landes?,1
dd0aec04-8dd4-4e7c-b883-1d0c12a08cd1,Senden Sie eine Beschwerde an Walmart auf Twitter.,Sende Tweet an Wallmart,3
e58a6768-1f42-4912-8615-7b6c606cd9a5,Beschwerde an Wallmart schreiben,Beschwerde bei walmart einreichen,5
c7d77edd-94ca-49e6-af28-4e8aea3d4eea,Bitte formulieren Sie es noch einmal um.,Bitte formulieren Sie es noch einmal neu für mich.,5
7b0e7061-4a40-477f-96cb-6d7b9a85093c,bitte formulieren sie ihre worte noch einmal.,bitte formulieren Sie es noch einmal.,5
1703d645-4d3e-4d6d-9658-a9fb3777f1cb,wann die Veranstaltung beginnt,Wann findet die Veranstaltung statt?,5
61571f3b-637d-4855-8490-1bf36f4f05d9,"Sagen Sie mir, wann das Ereignis beginnt","mir sagen, wann das Ereignis stattfindet",5
ca126dea-7336-41ef-8851-f05f99d1ae7f,Bitte die nächste Episode abspielen,Nächste Episode bitte.,5
2a5c4088-b269-4de4-b278-25799291d2f0,Kannst du bitte die nächste Folge abspielen?,Bitte nächste Folge abspielen,5
928b6227-a424-408e-bb3a-aac5a44c6425,Umrechnung USD/EUR,Währungsumrechnung von USD und EUR,5
1d016713-af8d-4e42-a5f5-4d8749c7c518,Pandora einschalten,spiele meinen Lieblingssender auf Pandora,4
346e4a36-a264-496c-8808-cf2b57990c29,"Ich muss morgen um 12:00 Uhr einen Wecker stellen, der mich an die Einnahme meiner Medikamente erinnert.",Erinnere mich um 9 Uhr an die Einnahme meiner Medikamente,3
23c6e0f8-5a81-4425-8207-a03955309b10,Erinnern Sie mich jeden Tag um 12 Uhr an die Einnahme von Medikamenten.,Erinnern Sie mich an die tägliche Medikamenteneinnahme,3
a737c1ab-b051-475d-8656-650cd0d1188e,Was passiert bei den Wahlen?,Wie lauten die Wahlergebnisse?,4
d67b201e-173a-4eb8-8d40-e928364d5a88,Wie ist der Stand der Dinge bei den aktuellen Wahlen?,Wie lauten die neuesten Wahlnachrichten?,5
37f91007-7884-4cd4-a3f1-588f7f89907f,Die Musiklautstärke sollte auf 90 erhöht werden,Helligkeit 90 Prozent,0
9f1f2d8d-9282-4533-bc5d-c2d2b3ce1933,Erhöhe die Lautstärke der Musik auf 90,Stellen Sie die Musiklautstärke auf 90,5
9e1f874b-60bf-41ac-bd37-71f747b5a095,Machen Sie das Licht im Wohnzimmer orange.,Ich möchte jetzt orangefarbene Lichter haben.,3
28dd2da9-7244-46f8-aff9-aa49d8853560,Schalten Sie die Lichter in meinem Haus auf orange.,Mach alle Lichter im Haus orange,5
5bb010fa-41c1-415b-8377-fd8964147cff,Wie viele Ozeane gibt es auf der Welt?,Wie viele Weltmeere gibt es?,4
c6564010-b111-4d0f-83ae-97a461587d21,Welches ist der größte Ozean der Welt?,Wie groß ist die Gesamtzahl der Ozeane auf der Welt?,1
18fdd263-8020-4ed8-a2b4-7f09ebf40f2a,Kannst du bitte die Zeitzone auf uns ändern?,Möchten Sie die Zeitzone sehen?,1
f8f5d6df-617f-49b5-81d6-fc22e69bdb89,"Olly, können Sie meine Zeitzone in die Zeitzone umwandeln, in der ich mich gerade befinde?","Olly, können Sie meine Zeitzone auf Zentralzeit umstellen?",3
73861f61-d3c9-43e2-aab9-dcd6e8f43be2,Wann wurde Dolly Parton geboren?,Dolly Partons Hintergrund,2
03eae112-e9a6-485e-97be-b6e481842bec,Wie alt ist Dolly Parton?,Wann ist der Geburtstag von Dolly Parton?,3
7dfbd06a-e6b0-4507-8291-509f930c28e5,Ich würde gerne über Musik sprechen,Meine Musik öffnen,1
869d4042-f171-4da6-a521-02881814e3d2,An bevorstehendes Treffen mit Eminem erinnern,Spiel Mocking Bird von Eminem.,1
e1576de7-924f-491d-b536-03b7ae84f581,Spiele den neuesten Song von Eminem.,Ordne alle Songs von Eminem und spiele sie ab.,3
25970be6-094b-4f7e-aac1-9ea70d576f2d,detail für aktienkurs,Details zur Aktie,5
47813224-2aa6-4cdd-8a6e-a0257884e83b,Spielen Sie Howard Stern auf Sirius ab.,Spielen Sie die nächste Howard-Stern-Show im Radio ab.,4
3351bab4-bf77-4171-8b3c-ca4dc2532688,Gibt es Einkaufszentren in der Nähe?,Wo befindet sich das Einkaufszentrum für Hemden?,3
5d93ecff-fed7-4027-9a86-2e8ca06d95f4,"Zeigen Sie mir alle Geschäfte, die ich in Mailand finden kann",Zeige mir alle Veranstaltungen in Mailand,2
7a5f34b3-db53-4245-a886-b56a77fb3017,Welche Geschäfte kann ich in Mailand finden?,"Liste aller Geschäfte, die sich in Mailand befinden",5
903f9caf-7064-49ba-8927-be271cc64870,alle Termine löschen,"Ich möchte, dass alle meine Termine gelöscht werden.",5
eb4726f5-0cb9-4818-8aa1-f49d0f84f4ba,Ich möchte eine E-Mail an die E-Mail-Adresse der neuen Empfangsdame senden.,"Ich möchte, dass diese neue E-Mail zu meinen Kontakten hinzugefügt wird",1
e1ee0a66-2a0e-497e-a652-b8cbaa8212de,"Ich möchte, dass die E-Mail an meine neue E-Mail-Adresse abc@gmail.com gesendet wird.","Sie können die E-Mail an abc@gmail.com schicken, das ist meine neue E-Mail-Adresse.",5
c7fab37e-0650-4988-9a9f-2dc80635b57f,Hip-Hop-Musik abspielen,"Hey Olly, spiel mir einen beliebten Hip-Hop-Song?",4
be211c41-7f9a-468d-aafc-feeac602de3d,Spielen Sie für mich Hip-Hop-Musik,Spiele bitte Hip-Hop-Musik.,5
ab5eb6d6-b513-4991-a021-4f26f736b485,"Olly, lies mir meine Lebensmittelliste vor.","Olly, bitte lies mir meine aktuellen Listen vor.",3
061b0cbf-95fc-4289-8b2f-70af60e75c49,Olly Ich brauche eine Fahrkarte für eine Zugfahrt nach Atlanta,"Olly, bestelle jetzt ein Zugticket nach Los Angeles.",3
1a081bcf-8aed-4cd4-8ad4-c40e923de59b,Olly besorgen Sie mir eine Zugfahrkarte nach Atlanta,Olly bitte kaufen Sie mir ein Zugticket nach Atlanta,5
4a7774be-fdb8-4076-8027-c74ab64ebf8a,können Sie eine E-Mail an Chelsea schreiben,Buchen Sie ein Treffen mit Chelsea,1
492da416-e4c5-4a50-9462-d6a7e1408dee,Kannst du bitte eine E-Mail an Chelsea schicken,"hilfst du mir, eine E-Mail an Chelsea zu schreiben",4
0e7639a1-fd08-4e56-ac79-0975ed8ba9dc,Mit wem ist Jennifer Aniston verheiratet?,Wie alt ist Jennifer Anniston?,1
ce2fdb2b-5438-4fe1-ac26-ac578f343721,In welcher Fernsehserie ist Jennifer Aniston zu sehen?,Wie viel verdient Jennifer Aniston?,1
092259e4-3ff9-4499-89e7-892c5a0ccb7d,"Erläutern Sie mir in 5 Sätzen, wie man Thanksgiving Turkey zubereitet",Wie lange kocht man einen fünfzehn Pfund schweren Truthahn?,3
df85e6b4-6c5d-44d0-aa4e-ec52243da02d,Wie bereitet man Truthahn zu Thanksgiving in 5 Sätzen zu?,"Ich möchte wissen, wie man einen Truthahn zu Thanksgiving in 5 Sätzen zubereitet.",5
cb673288-a70e-4a93-9d65-515e167b263d,Ich möchte mit dir pokern.,Wir werden zusammen pokern.,4
68ce1a24-d43d-412c-abe5-e547049c8f32,Spiel Poker mit mir.,Starte ein Pokerspiel mit mir.,5
11e3b8c0-f68c-404d-a41f-3ef7f83a78b6,Lautstärke um zwei Stufen erhöhen,Lautstärke um eins erhöhen,3
4bae7bae-72ec-477f-8478-a28c7aae522b,Hörbuch anhalten.,Audio anhalten,4
ea2b2916-5adf-4882-9fe3-7d3ed716612c,Die Musik anhalten,Musik stoppen,5
c278e8f3-3d38-46d2-b781-e1bc83f221e0,Country-Wiedergabeliste abspielen,Starte meine Favoriten-Wiedergabeliste.,3
57c2f18d-354d-4452-8580-ea4896dfc9f9,meine Country-Favoriten-Wiedergabeliste für mich abspielen,lade meine Wiedergabeliste mit dem Titel Country-Favoriten und spiele sie ab,5
dd64b525-5d5e-4e13-90b2-d92a6e442514,Rufen Sie ein Stadttaxi zum Flughafen,"Ich brauche morgen früh um 8 Uhr ein Taxi, das mich zur Arbeit bringt.",3
f0957328-fa57-428f-aee2-e697bdd2d684,Fahrplan für ein Stadttaxi von zu Hause zum Flughafen um 8 Uhr morgens,buche ein Taxi zum Flughafen für morgen früh,3
3a0e589f-e62e-4a75-b1fc-78751302705b,Spiel starten,Spiel ausführen,5
d85ef194-0069-43cd-b8d2-b8aa987655da,Könnten Sie dieses Objekt bitte beschreiben.,Wie würden Sie Objekt A definieren?,4
6a0fb92c-9014-4e0b-bfcc-13b55c357bc2,Wie lautet die Definition für dieses Objekt?,Suche nach der Definition dieses Objekts,5
73acf15c-ba04-4b35-939f-b1b9b8669364,Bitte spielen Sie im Musikplayer nur Lieder von Arijit Singh.,"Song von Arijit Singh hören, auf meinem fb-Konto posten.",3
5ca3c7f7-1fbd-467d-b391-bc025ecbcb42,Bitte spielen Sie Lieder von Arijit Singh.,spiele ein beliebiges Lied von Arijit Singh.,4
d965cd33-66ab-47bb-ba07-7140ac993d49,Bitte lesen Sie mir die Schlagzeilen der Washington Post vor,Lesen Sie mir die neuesten Schlagzeilen der New York Times vor,3
94d23e5d-e9c9-455f-93a0-5cd9c0c6033c,Wo wohnt Tom Hanks?,Wie alt ist Tom Hanks?,1
43ecff80-f23e-4f21-ac28-c017fc40ba49,Nennen Sie mir den Wohnort von Tom Hanks.,Finden Sie die Wohnadresse von Tom Hanks.,5
ccb7e13e-6484-4546-b1e3-a8fa99ff7628,PDA öffnet dieses Programm,PDA öffnet dieses Spiel,4
78f96585-a389-42a2-aae0-8e62aa00ee78,Tweet an Amazon über die verspätete Lieferung meines Fernsehers,"Twittere Amazon, dass mein Paket nie rechtzeitig ankommt.",3
8d785595-0aba-4831-a3b3-02e66dc08588,Twittern Sie eine Beschwerde an Amazon über eine verspätete Lieferung,"Senden Sie einen Tweet an den Amazon-Kundenservice, dass das Paket zu spät geliefert wurde",4
